barrio,tipo_delito,timestamp,geometry,site,edge,lane
PARQUE PATRICIOS,Lesiones Seg Vial,2017-10-25 13:30:00,POINT (-58.4001 -34.6361),CASEROS AV. 2677,37.3,0
BOCA,Lesiones Seg Vial,2017-10-25 23:00:00,POINT (-58.358 -34.6339),BRANDSEN 299,3.7,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-10-25 07:30:00,POINT (-58.406 -34.6337),BRASIL 2984,2.5,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-10-25 14:00:00,POINT (-58.4461 -34.6298),DIRECTORIO AV. 1305,3.0,1
VILLA LURO,Lesiones Seg Vial,2017-10-25 17:50:00,POINT (-58.5054 -34.629),LOPE DE VEGA AV. 1102,4.6,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-10-25 19:15:00,POINT (-58.3943 -34.6276),RINCON 1597,4.3,1
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-25 20:35:00,POINT (-58.3978 -34.6232),SAN JUAN AV. 2293,3.4,0
SAN TELMO,Lesiones Seg Vial,2017-10-25 06:15:00,POINT (-58.3661 -34.6215),SAN JUAN AV. 50,2.1,0
VILLA REAL,Lesiones Seg Vial,2017-10-25 23:30:00,POINT (-58.5275 -34.6213),BRUSELAS 1421,2.7,0
CABALLITO,Lesiones Seg Vial,2017-10-25 22:14:00,POINT (-58.4562 -34.6197),"ARANGUREN, JUAN F., DR. 1755",48.8,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-25 19:30:00,POINT (-58.4064 -34.6194),DEAN FUNES 793,3.4,1
FLORES,Lesiones Seg Vial,2017-10-25 02:00:00,POINT (-58.4678 -34.6174),GAONA AV. 3000,19.2,0
MONSERRAT,Lesiones Seg Vial,2017-10-25 23:25:00,POINT (-58.3917 -34.6138),ENTRE RIOS AV. 390,2.4,1
BALVANERA,Lesiones Seg Vial,2017-10-25 17:40:00,POINT (-58.3974 -34.6047),CORRIENTES AV. 2138,56.9,1
BALVANERA,Lesiones Seg Vial,2017-10-25 22:45:00,POINT (-58.4008 -34.6047),CORRIENTES AV. 2392,3.7,1
BALVANERA,Lesiones Seg Vial,2017-10-25 01:45:00,POINT (-58.4125 -34.604),CORRIENTES AV. 3351,63.7,1
BALVANERA,Lesiones Seg Vial,2017-10-25 08:00:00,POINT (-58.4081 -34.604),CORRIENTES AV. 3019,30.1,1
SAN NICOLAS,Lesiones Seg Vial,2017-10-25 09:20:00,POINT (-58.3816 -34.6037),CERRITO 401,42.1,1
SAN NICOLAS,Lesiones Seg Vial,2017-10-25 19:15:00,POINT (-58.3741 -34.5998),SAN MARTIN 696,1.6,1
RETIRO,Lesiones Seg Vial,2017-10-25 23:53:00,POINT (-58.3705 -34.5958),"MADERO, EDUARDO AV. 1014",13.6,0
RECOLETA,Lesiones Seg Vial,2017-10-25 22:30:00,POINT (-58.4024 -34.595),PUEYRREDON AV. 1369,60.7,0
RECOLETA,Lesiones Seg Vial,2017-10-25 16:50:00,POINT (-58.3956 -34.5934),AYACUCHO 1307,8.5,1
RECOLETA,Lesiones Seg Vial,2017-10-25 18:45:00,POINT (-58.407 -34.5933),LAPRIDA 1320,38.1,0
AGRONOMIA,Lesiones Seg Vial,2017-10-25 13:00:00,POINT (-58.4863 -34.5901),"BEIRO, FRANCISCO AV. 2390",4.4,1
RECOLETA,Lesiones Seg Vial,2017-10-25 10:30:00,POINT (-58.3999 -34.5877),LAPRIDA 1983,0.8,0
RECOLETA,Lesiones Seg Vial,2017-10-25 20:45:00,POINT (-58.4076 -34.5855),"DIAZ, CNEL. AV. 2498",7.1,1
RECOLETA,Lesiones Seg Vial,2017-10-25 12:59:00,POINT (-58.3892 -34.5848),DEL LIBERTADOR AV. 1248,3.0,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-10-25 14:45:00,POINT (-58.4906 -34.5835),DE LOS CONSTITUYENTES AV. 4318,2.6,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-10-25 12:43:00,POINT (-58.5137 -34.5798),ALBARELLOS AV. 3182,1.4,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-10-25 09:20:00,POINT (-58.4658 -34.5765),ESTOMBA 1503,5.1,0
BELGRANO,Lesiones Seg Vial,2017-10-25 14:00:00,POINT (-58.4627 -34.5627),OLAZABAL 2879,29.3,0
NUÑEZ,Lesiones Seg Vial,2017-10-25 15:15:00,POINT (-58.4719 -34.551),"LARRALDE, CRISOLOGO AV. 2805",2.7,0
SAAVEDRA,Lesiones Seg Vial,2017-10-25 06:55:00,POINT (-58.4968 -34.5488),LUGONES 4995,4.1,0
MATADEROS,Lesiones Seg Vial,2017-10-24 07:30:00,POINT (-58.5191 -34.6608),"PAZ, GRAL. AV. 12600",1.1,0
BARRACAS,Lesiones Seg Vial,2017-10-24 08:30:00,POINT (-58.3884 -34.6594),ZEPITA 3090,52.4,0
LINIERS,Lesiones Seg Vial,2017-10-24 17:59:00,POINT (-58.5249 -34.6564),"PAZ, GRAL. AV. 12100",3.1,0
LINIERS,Lesiones Seg Vial,2017-10-24 20:00:00,POINT (-58.5249 -34.6564),"PAZ, GRAL. AV. 12100",3.1,0
LINIERS,Lesiones Seg Vial,2017-10-24 19:45:00,POINT (-58.5147 -34.6513),"CASTRO, EMILIO AV. 6705",1.4,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-10-24 07:30:00,POINT (-58.4283 -34.6479),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1496",6.9,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-10-24 15:20:00,POINT (-58.4228 -34.6433),LA PLATA AV. 2423,45.4,0
VILLA LURO,Lesiones Seg Vial,2017-10-24 08:30:00,POINT (-58.5025 -34.6333),"JUSTO, JUAN B. AV. 8156",50.9,0
FLORES,Lesiones Seg Vial,2017-10-24 09:40:00,POINT (-58.4679 -34.6301),RIVADAVIA AV. 7255,38.5,0
SAN TELMO,Lesiones Seg Vial,2017-10-24 09:00:00,POINT (-58.3727 -34.6243),BOLIVAR 1399,2.4,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-24 20:15:00,POINT (-58.4032 -34.619),INDEPENDENCIA AV. 2676,27.6,1
MONSERRAT,Lesiones Seg Vial,2017-10-24 15:34:00,POINT (-58.3677 -34.6146),MEXICO 139,4.0,1
CABALLITO,Lesiones Seg Vial,2017-10-24 12:15:00,POINT (-58.4549 -34.6129),FRANKLIN 1451,22.0,0
BALVANERA,Lesiones Seg Vial,2017-10-24 11:30:00,POINT (-58.3941 -34.6104),"YRIGOYEN, HIPOLITO 1951",67.0,0
BALVANERA,Lesiones Seg Vial,2017-10-24 17:00:00,POINT (-58.3944 -34.608),"MITRE, BARTOLOME 1955",51.6,0
VILLA CRESPO,Lesiones Seg Vial,2017-10-24 19:27:00,POINT (-58.4572 -34.6037),"JUSTO, JUAN B. AV. 3882",20.5,0
VILLA CRESPO,Lesiones Seg Vial,2017-10-24 19:27:00,POINT (-58.4572 -34.6037),"JUSTO, JUAN B. AV. 3882",20.5,0
BALVANERA,Lesiones Seg Vial,2017-10-24 18:00:00,POINT (-58.3972 -34.5997),CORDOBA AV. 2135,3.2,0
BALVANERA,Lesiones Seg Vial,2017-10-24 16:15:00,POINT (-58.4114 -34.5983),CORDOBA AV. 3170,50.1,0
AGRONOMIA,Lesiones Seg Vial,2017-10-24 18:32:00,POINT (-58.4871 -34.5974),PASAJE 2 DE ABRIL 3185,7.2,0
VILLA CRESPO,Lesiones Seg Vial,2017-10-24 08:15:00,POINT (-58.4416 -34.5972),GURRUCHAGA 506,5.5,1
RETIRO,Lesiones Seg Vial,2017-10-24 16:45:00,POINT (-58.3823 -34.5967),"PELLEGRINI, CARLOS 1003",7.4,1
PALERMO,Lesiones Seg Vial,2017-10-24 18:30:00,POINT (-58.419 -34.5893),"ALVAREZ, JULIAN 2010",7.2,1
PATERNAL,Lesiones Seg Vial,2017-10-24 11:30:00,POINT (-58.4729 -34.5891),CHORROARIN AV. 710,0.1,0
PALERMO,Lesiones Seg Vial,2017-10-24 09:00:00,POINT (-58.4095 -34.5882),"DIAZ, CNEL. AV. 1944",2.6,1
RETIRO,Lesiones Seg Vial,2017-10-24 20:30:00,POINT (-58.3696 -34.5847),ZANNI PEDRO COMODORO 220,2.9,0
PALERMO,Lesiones Seg Vial,2017-10-24 08:50:00,POINT (-58.4017 -34.582),DEL LIBERTADOR AV. 2002,3.6,1
PALERMO,Lesiones Seg Vial,2017-10-24 16:30:00,POINT (-58.4233 -34.575),CERVIÑO AV. 4691,16.6,0
PALERMO,Lesiones Seg Vial,2017-10-24 11:00:00,POINT (-58.4233 -34.5713),DEL LIBERTADOR AV. 3899,15.2,1
NUÑEZ,Lesiones Seg Vial,2017-10-24 07:06:00,POINT (-58.4664 -34.5367),PICO 1609,8.1,0
VILLA SOLDATI,Lesiones Seg Vial,2017-10-23 02:45:00,POINT (-58.4415 -34.6676),"ROCA, CNEL. AV. 3440",49.0,1
MATADEROS,Lesiones Seg Vial,2017-10-23 19:45:00,POINT (-58.5001 -34.6532),TAPALQUE 5800,2.6,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-10-23 13:15:00,POINT (-58.4816 -34.6518),WHITE 1594,6.2,0
VILLA LURO,Lesiones Seg Vial,2017-10-23 15:00:00,POINT (-58.4896 -34.642),"ALBERDI, JUAN BAUTISTA AV. 4501",14.0,0
LINIERS,Lesiones Seg Vial,2017-10-23 11:33:00,POINT (-58.5289 -34.6417),IBARROLA 7295,4.8,0
BARRACAS,Lesiones Seg Vial,2017-10-23 14:30:00,POINT (-58.3749 -34.6372),"MONTES DE OCA, MANUEL AV. 807",0.5,0
FLORES,Lesiones Seg Vial,2017-10-23 20:50:00,POINT (-58.4608 -34.6335),RIVERA INDARTE AV. 397,2.8,0
FLORES,Lesiones Seg Vial,2017-10-23 06:00:00,POINT (-58.4652 -34.6268),"ARTIGAS, JOSE GERVASIO, GRAL. 306",3.5,0
BOEDO,Lesiones Seg Vial,2017-10-23 18:15:00,POINT (-58.416 -34.6256),BOEDO AV. 1002,18.8,0
CONSTITUCION,Lesiones Seg Vial,2017-10-23 18:45:00,POINT (-58.3874 -34.6231),"SAENZ PEÑA, LUIS, PRES. 1253",79.5,0
ALMAGRO,Lesiones Seg Vial,2017-10-23 22:50:00,POINT (-58.4182 -34.6199),MEXICO 3711,3.5,1
BALVANERA,Lesiones Seg Vial,2017-10-23 14:30:00,POINT (-58.3999 -34.6187),INDEPENDENCIA AV. 2396,12.4,1
ALMAGRO,Lesiones Seg Vial,2017-10-23 09:00:00,POINT (-58.4145 -34.6143),MORENO 3397,2.9,1
ALMAGRO,Lesiones Seg Vial,2017-10-23 13:45:00,POINT (-58.4182 -34.6045),BULNES 609,4.3,0
SAN NICOLAS,Lesiones Seg Vial,2017-10-23 21:00:00,POINT (-58.382 -34.6014),VIAMONTE 1094,5.9,1
SAN NICOLAS,Lesiones Seg Vial,2017-10-23 17:00:00,POINT (-58.382 -34.6003),VIAMONTE 1094,1.5,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-10-23 15:45:00,POINT (-58.5022 -34.5999),"BEIRO, FRANCISCO AV. 3493",3.1,0
RECOLETA,Lesiones Seg Vial,2017-10-23 16:00:00,POINT (-58.3909 -34.5909),"LOPEZ, VICENTE 1791",3.2,0
CHACARITA,Lesiones Seg Vial,2017-10-23 16:50:00,POINT (-58.4567 -34.5822),CESPEDES 3823,3.6,0
PALERMO,Lesiones Seg Vial,2017-10-23 09:15:00,POINT (-58.4136 -34.5808),REPUBLICA ARABE SIRIA 3006,1.8,0
PALERMO,Lesiones Seg Vial,2017-10-23 15:30:00,POINT (-58.4255 -34.5728),CERVIÑO AV. 4851,139.5,0
PALERMO,Lesiones Seg Vial,2017-10-23 15:20:00,POINT (-58.4397 -34.5727),CABILDO AV. 381,3.0,0
PALERMO,Lesiones Seg Vial,2017-10-23 10:45:00,POINT (-58.4358 -34.5702),"CAMPOS, LUIS M. AV. 800",7.2,0
SAAVEDRA,Lesiones Seg Vial,2017-10-23 08:15:00,POINT (-58.4759 -34.546),CRAMER 4222,2.1,0
VILLA LUGANO,Lesiones Seg Vial,2017-10-22 16:00:00,POINT (-58.4824 -34.675),CASTAÑARES AV. 5901,3.5,0
MATADEROS,Lesiones Seg Vial,2017-10-22 22:45:00,POINT (-58.5185 -34.6624),"PAZ, GRAL. AV. 12694",16.5,0
FLORES,Lesiones Seg Vial,2017-10-22 00:40:00,POINT (-58.4576 -34.6474),LAFUENTE AV. 1508,2.8,0
FLORES,Lesiones Seg Vial,2017-10-22 09:45:00,POINT (-58.4665 -34.6328),"ALBERDI, JUAN BAUTISTA AV. 2754",62.9,0
FLORES,Lesiones Seg Vial,2017-10-22 07:15:00,POINT (-58.4565 -34.6296),LAUTARO 194,5.4,0
VILLA LURO,Lesiones Seg Vial,2017-10-22 17:00:00,POINT (-58.5106 -34.6251),LOPE DE VEGA AV. 1606,3.7,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-22 12:15:00,POINT (-58.3945 -34.6205),"CALVO, CARLOS 2003",4.8,1
CABALLITO,Lesiones Seg Vial,2017-10-22 11:15:00,POINT (-58.4359 -34.6193),"MORENO, JOSE MARIA AV. 96",5.7,0
MONSERRAT,Lesiones Seg Vial,2017-10-22 13:41:00,POINT (-58.3876 -34.6138),"SAENZ PEÑA, LUIS, PRES. 427",29.3,0
ALMAGRO,Lesiones Seg Vial,2017-10-22 14:00:00,POINT (-58.4302 -34.6022),LAMBARE 1012,5.8,1
RETIRO,Lesiones Seg Vial,2017-10-22 15:05:00,POINT (-58.3693 -34.594),"MADERO, EDUARDO AV. 1164",15.3,0
RECOLETA,Lesiones Seg Vial,2017-10-22 22:00:00,POINT (-58.3932 -34.583),"FIGUEROA ALCORTA, PRES. AV. 2280",6.4,1
PALERMO,Lesiones Seg Vial,2017-10-22 20:50:00,POINT (-58.4253 -34.5787),SANTA FE AV. 4513,5.6,1
PALERMO,Lesiones Seg Vial,2017-10-22 14:30:00,POINT (-58.4415 -34.5747),"MATIENZO, BENJAMIN, TENIENTE 2610",26.4,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-10-22 14:40:00,POINT (-58.5103 -34.5727),"PAZ, GRAL. AV. 5172",16.6,0
PALERMO,Lesiones Seg Vial,2017-10-22 18:00:00,POINT (-58.4118 -34.5718),"FIGUEROA ALCORTA, PRES. AV. 4300",5.2,0
VILLA LUGANO,Lesiones Seg Vial,2017-10-21 21:00:00,POINT (-58.4953 -34.6696),"PERON, EVA AV. 6901",64.6,0
MATADEROS,Lesiones Seg Vial,2017-10-21 16:15:00,POINT (-58.5081 -34.6691),"PAZ, GRAL. AV. 13498",3.7,0
VILLA SOLDATI,Lesiones Seg Vial,2017-10-21 23:30:00,POINT (-58.4385 -34.6555),VARELA AV. 2812,3.5,0
LINIERS,Lesiones Seg Vial,2017-10-21 14:25:00,POINT (-58.515 -34.6516),ERCILLA 6725,44.5,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-10-21 08:03:00,POINT (-58.4101 -34.6494),"TABORDA, DIOGENES 942",1.5,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-10-21 08:45:00,POINT (-58.4852 -34.6491),REMEDIOS 4607,4.5,0
MATADEROS,Lesiones Seg Vial,2017-10-21 14:30:00,POINT (-58.5017 -34.6489),POLA 1102,3.9,1
BARRACAS,Lesiones Seg Vial,2017-10-21 18:15:00,POINT (-58.3782 -34.6464),VIEYTES 1190,1.8,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-10-21 15:30:00,POINT (-58.4953 -34.6449),ESCALADA AV. 789,4.8,0
LINIERS,Lesiones Seg Vial,2017-10-21 14:00:00,POINT (-58.5288 -34.6439),"PAZ, GRAL. AV. 11006",2.6,0
LINIERS,Lesiones Seg Vial,2017-10-21 08:15:00,POINT (-58.5289 -34.6417),IBARROLA 7295,4.8,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-10-21 20:30:00,POINT (-58.4861 -34.6405),"ALBERDI, JUAN BAUTISTA AV. 4301",4.1,0
VERSALLES,Lesiones Seg Vial,2017-10-21 02:00:00,POINT (-58.5117 -34.6331),SAN BLAS 5713,3.3,0
FLORES,Lesiones Seg Vial,2017-10-21 16:15:00,POINT (-58.4696 -34.6307),RIVADAVIA AV. 7380,3.6,0
CABALLITO,Lesiones Seg Vial,2017-10-21 23:00:00,POINT (-58.4367 -34.6283),DIRECTORIO AV. 673,46.6,0
CONSTITUCION,Lesiones Seg Vial,2017-10-21 05:00:00,POINT (-58.3844 -34.626),SANTIAGO DEL ESTERO 1499,5.6,1
MONTE CASTRO,Lesiones Seg Vial,2017-10-21 02:45:00,POINT (-58.5101 -34.6211),LASCANO 5097,2.7,0
VILLA REAL,Lesiones Seg Vial,2017-10-21 18:30:00,POINT (-58.5303 -34.6192),"PAZ, GRAL. AV. 8840",0.7,0
MONSERRAT,Lesiones Seg Vial,2017-10-21 00:50:00,POINT (-58.3732 -34.6149),BOLIVAR 605,5.2,0
VILLA DEVOTO,Lesiones Seg Vial,2017-10-21 15:30:00,POINT (-58.5234 -34.613),"BEIRO, FRANCISCO AV. 5150",9.0,0
SAN NICOLAS,Lesiones Seg Vial,2017-10-21 19:15:00,POINT (-58.3926 -34.6046),CORRIENTES AV. 1814,28.5,1
VILLA CRESPO,Lesiones Seg Vial,2017-10-21 21:40:00,POINT (-58.4425 -34.6022),"SCALABRINI ORTIZ, RAUL AV. 1",1.7,0
VILLA CRESPO,Lesiones Seg Vial,2017-10-21 07:15:00,POINT (-58.4494 -34.5982),"JUSTO, JUAN B. AV. 3059",61.0,0
RECOLETA,Lesiones Seg Vial,2017-10-21 12:31:00,POINT (-58.4034 -34.5975),PUEYRREDON AV. 1109,4.4,0
PALERMO,Lesiones Seg Vial,2017-10-21 15:20:00,POINT (-58.4106 -34.5784),"SEGUI, JUAN FRANCISCO 3672",4.4,0
PALERMO,Lesiones Seg Vial,2017-10-21 21:57:00,POINT (-58.433 -34.5778),"CARRANZA, ANGEL JUSTINIANO 2308",4.8,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-10-21 17:15:00,POINT (-58.5112 -34.5747),"PAZ, GRAL. AV. 5172",3.8,0
BELGRANO,Lesiones Seg Vial,2017-10-21 04:00:00,POINT (-58.4506 -34.5641),"HERNANDEZ, JOSE 2097",3.1,0
SAAVEDRA,Lesiones Seg Vial,2017-10-21 10:14:00,POINT (-58.4806 -34.5575),"NAON, ROMULO 3481",3.3,0
SAAVEDRA,Lesiones Seg Vial,2017-10-21 14:30:00,POINT (-58.4617 -34.5569),"RIVERA, PEDRO I., DR. 2457",37.1,0
BELGRANO,Lesiones Seg Vial,2017-10-21 18:45:00,POINT (-58.4561 -34.552),CONGRESO 1757,49.7,0
VILLA LUGANO,Lesiones Seg Vial,2017-10-20 22:15:00,POINT (-58.4901 -34.6644),"PERON, EVA AV. 6001",1.7,0
BARRACAS,Lesiones Seg Vial,2017-10-20 11:31:00,POINT (-58.3886 -34.6569),LUJAN 3019,3.8,0
LINIERS,Lesiones Seg Vial,2017-10-20 14:50:00,POINT (-58.5249 -34.6564),"PAZ, GRAL. AV. 12100",3.1,0
BOEDO,Lesiones Seg Vial,2017-10-20 22:30:00,POINT (-58.4177 -34.6386),"JANTIN, JUAN BAUTISTA 2193",5.2,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-10-20 00:05:00,POINT (-58.4475 -34.6349),"PERON, EVA AV. 1698",1.5,0
FLORES,Lesiones Seg Vial,2017-10-20 19:30:00,POINT (-58.4712 -34.6341),"MARTI, JOSE 186",1.9,0
FLORESTA,Lesiones Seg Vial,2017-10-20 13:45:00,POINT (-58.4735 -34.6318),RIVADAVIA AV. 7702,1.7,0
FLORES,Lesiones Seg Vial,2017-10-20 14:30:00,POINT (-58.4692 -34.6308),RIVADAVIA AV. 7380,35.3,0
FLORES,Lesiones Seg Vial,2017-10-20 11:00:00,POINT (-58.4711 -34.6297),YERBAL 2950,64.1,0
FLORES,Lesiones Seg Vial,2017-10-20 15:21:00,POINT (-58.4711 -34.6274),NAZCA AV. 427,2.2,0
FLORES,Lesiones Seg Vial,2017-10-20 11:30:00,POINT (-58.4577 -34.6267),RIVADAVIA AV. 6469,38.6,0
CABALLITO,Lesiones Seg Vial,2017-10-20 22:00:00,POINT (-58.4546 -34.6245),YERBAL 1702,3.0,0
CABALLITO,Lesiones Seg Vial,2017-10-20 11:00:00,POINT (-58.4546 -34.6245),YERBAL 1702,3.0,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-20 10:36:00,POINT (-58.403 -34.6236),SAN JUAN AV. 2735,49.1,0
CONSTITUCION,Lesiones Seg Vial,2017-10-20 12:30:00,POINT (-58.3899 -34.6226),SOLIS 1169,3.7,0
CABALLITO,Lesiones Seg Vial,2017-10-20 20:45:00,POINT (-58.4283 -34.6223),"ALBERDI, JUAN BAUTISTA AV. 28",49.9,1
MONTE CASTRO,Lesiones Seg Vial,2017-10-20 15:40:00,POINT (-58.5148 -34.6218),SANTO TOME 5299,4.5,0
SAN TELMO,Lesiones Seg Vial,2017-10-20 22:50:00,POINT (-58.3713 -34.6218),SAN JUAN AV. 387,3.9,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-10-20 13:30:00,POINT (-58.4765 -34.619),GALICIA 2950,16.7,0
MONSERRAT,Lesiones Seg Vial,2017-10-20 06:40:00,POINT (-58.3807 -34.6176),"IRIGOYEN, BERNARDO DE 815",4.9,1
SAN TELMO,Lesiones Seg Vial,2017-10-20 14:10:00,POINT (-58.3745 -34.6161),CHILE 594,3.6,1
ALMAGRO,Lesiones Seg Vial,2017-10-20 22:45:00,POINT (-58.4168 -34.6122),MAZA 100,3.8,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-10-20 09:20:00,POINT (-58.4777 -34.6081),"GARCIA, JUAN AGUSTIN 2532",67.1,0
RECOLETA,Lesiones Seg Vial,2017-10-20 09:15:00,POINT (-58.4074 -34.5966),PARAGUAY 2811,4.1,0
VILLA DEVOTO,Lesiones Seg Vial,2017-10-20 16:45:00,POINT (-58.511 -34.5917),FERNANDEZ DE ENCISO 4652,3.3,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-10-20 12:30:00,POINT (-58.4974 -34.5857),ESTADO PLURINACIONAL DE BOLIVIA 4515,2.0,1
BELGRANO,Lesiones Seg Vial,2017-10-20 21:30:00,POINT (-58.4452 -34.5595),LA PAMPA 1485,5.3,0
SAAVEDRA,Lesiones Seg Vial,2017-10-20 09:10:00,POINT (-58.4956 -34.5558),GALVAN 4194,5.9,1
BELGRANO,Lesiones Seg Vial,2017-10-20 17:10:00,POINT (-58.4502 -34.5468),"SOLIER, DANIEL DE, ALTE. 902",24.4,1
BELGRANO,Lesiones Seg Vial,2017-10-20 12:30:00,POINT (-58.45 -34.5435),"UDAONDO, GUILLERMO AV. 1056",114.7,0
VILLA LUGANO,Lesiones Seg Vial,2017-10-19 18:45:00,POINT (-58.4811 -34.6831),"DELLEPIANE, LUIS, TTE. GRAL. 6496",7.7,0
MATADEROS,Lesiones Seg Vial,2017-10-19 14:45:00,POINT (-58.4998 -34.6491),"ALBERDI, JUAN BAUTISTA AV. 5497",0.9,0
LINIERS,Lesiones Seg Vial,2017-10-19 19:05:00,POINT (-58.5287 -34.646),"PAZ, GRAL. AV. 11206",3.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-10-19 16:00:00,POINT (-58.4229 -34.6428),LA PLATA AV. 2399,4.0,0
BOEDO,Lesiones Seg Vial,2017-10-19 20:45:00,POINT (-58.4195 -34.6395),CASEROS AV. 3898,3.2,1
PARQUE PATRICIOS,Lesiones Seg Vial,2017-10-19 08:30:00,POINT (-58.3902 -34.6365),USPALLATA 2019,2.3,1
PARQUE CHACABUCO,Lesiones Seg Vial,2017-10-19 14:30:00,POINT (-58.4544 -34.6315),DIRECTORIO AV. 1901,1.8,0
FLORES,Lesiones Seg Vial,2017-10-19 21:45:00,POINT (-58.4627 -34.6289),RIVERA INDARTE AV. 34,5.8,0
VERSALLES,Lesiones Seg Vial,2017-10-19 09:30:00,POINT (-58.5298 -34.627),NOGOYA 6398,3.7,0
CABALLITO,Lesiones Seg Vial,2017-10-19 20:30:00,POINT (-58.441 -34.6265),"GOYENA, PEDRO AV. 961",1.9,0
FLORES,Lesiones Seg Vial,2017-10-19 21:00:00,POINT (-58.4647 -34.6242),AVELLANEDA AV. 2411,3.6,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-10-19 10:30:00,POINT (-58.3964 -34.623),PASCO 1188,6.9,0
VILLA REAL,Lesiones Seg Vial,2017-10-19 15:45:00,POINT (-58.5273 -34.6199),IRIGOYEN 2363,51.3,0
CABALLITO,Lesiones Seg Vial,2017-10-19 23:20:00,POINT (-58.4437 -34.615),"ARANGUREN, JUAN F., DR. 791",4.3,0
ALMAGRO,Lesiones Seg Vial,2017-10-19 15:15:00,POINT (-58.4206 -34.6147),"YRIGOYEN, HIPOLITO AV. 3808",24.5,0
ALMAGRO,Lesiones Seg Vial,2017-10-19 21:25:00,POINT (-58.4178 -34.6127),BOEDO 103,22.9,1
MONTE CASTRO,Lesiones Seg Vial,2017-10-19 19:45:00,POINT (-58.5005 -34.6126),CHIVILCOY 2299,4.2,1
BALVANERA,Lesiones Seg Vial,2017-10-19 14:05:00,POINT (-58.4055 -34.6112),"YRIGOYEN, HIPOLITO 2792",31.8,0
MONSERRAT,Lesiones Seg Vial,2017-10-19 16:40:00,POINT (-58.3863 -34.6093),SAN JOSE 25,9.3,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-10-19 12:30:00,POINT (-58.494 -34.6068),LLAVALLOL 2508,7.8,1
BALVANERA,Lesiones Seg Vial,2017-10-19 15:30:00,POINT (-58.4045 -34.6009),PUEYRREDON AV. 789,1.8,0
ALMAGRO,Lesiones Seg Vial,2017-10-19 20:26:00,POINT (-58.4244 -34.598),ESTADO DE ISRAEL AV. 4180,50.7,0
RETIRO,Lesiones Seg Vial,2017-10-19 14:00:00,POINT (-58.3851 -34.5958),SANTA FE AV. 1256,58.9,0
RECOLETA,Lesiones Seg Vial,2017-10-19 11:15:00,POINT (-58.4066 -34.5863),BILLINGHURST 2209,3.8,1
CHACARITA,Lesiones Seg Vial,2017-10-19 08:30:00,POINT (-58.4549 -34.5842),FOREST AV. 714,6.5,0
RECOLETA,Lesiones Seg Vial,2017-10-19 16:41:00,POINT (-58.3973 -34.5832),AGUERO 2480,7.7,1
COLEGIALES,Lesiones Seg Vial,2017-10-19 00:15:00,POINT (-58.4602 -34.5783),ELCANO AV. 3608,2.4,0
VILLA URQUIZA,Lesiones Seg Vial,2017-10-19 08:33:00,POINT (-58.4806 -34.5634),CONGRESO AV. 4010,3.2,0
VILLA URQUIZA,Lesiones Seg Vial,2017-10-19 09:30:00,POINT (-58.491 -34.5626),GALVAN 3501,5.4,0
BELGRANO,Lesiones Seg Vial,2017-10-19 19:20:00,POINT (-58.4658 -34.5573),CONGRESO AV. 2768,37.4,0
BELGRANO,Lesiones Seg Vial,2017-10-19 22:00:00,POINT (-58.4417 -34.556),"SUCRE, ANTONIO JOSE DE, MCAL. 1103",4.9,0
RECOLETA,Lesiones Seg Vial,2017-10-18 11:36:00,POINT (-58.3886 -34.5856),DEL LIBERTADOR AV. 1186,20.5,0
PALERMO,Lesiones Seg Vial,2017-10-18 09:00:00,POINT (-58.432 -34.5786),BONPLAND 2306,6.3,0
VILLA URQUIZA,Lesiones Seg Vial,2017-10-18 15:15:00,POINT (-58.491 -34.5626),GALVAN 3501,5.4,0
